voip-b772dbf437-20130402_141548	6	the phone number of la tasca is 01223 464630 and it is on 14 -16 bridge street .	inform offer	thank you good bye	bye
voip-ec87351630-20130328_162752	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a restaurant in the south part of town that serves mexican food	inform
voip-ec87351630-20130328_162752	1	chiquito restaurant bar is a nice restaurant in the south of town serving mexican food	inform offer	what's the address and phone number and price range	request
voip-ec87351630-20130328_162752	2	the phone number of chiquito restaurant bar is 01223 400170 and it is on 2g cambridge leisure park cherry hinton road cherry hinton .	inform offer	what's the price range	request
voip-ec87351630-20130328_162752	3	chiquito restaurant bar is in the expensive price range	inform offer	okay thank you'll	
voip-ec87351630-20130328_162752	4	can i help you with anything else?	reqmore	no	
voip-ec87351630-20130328_162752	5	can i help you with anything else?	reqmore	no thank you	negate
voip-ec87351630-20130328_162916	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	ah i'm looking for a restaurant in the centre part of town that serves lebanese food	inform
voip-ec87351630-20130328_162916	1	ali baba is a nice place in the centre of town serving tasty lebanese food	inform offer	what's the address and phone number	request
voip-ec87351630-20130328_162916	2	sure , ali baba is on 59 hills road city centre	inform offer	phone number	request
voip-ec87351630-20130328_162916	3	the phone number of ali baba is 01462 432565 .	inform offer	okay thank you goodbye	bye
voip-14cb91bc48-20130327_202138	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	moderately priced restaurant in the south part of town	inform
voip-14cb91bc48-20130327_202138	1	pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range	inform offer	address phone number	request
voip-14cb91bc48-20130327_202138	2	you are looking for a restaurant is that right?	confirm-domain	yes	affirm
voip-14cb91bc48-20130327_202138	3	pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range	inform offer	address and phone number	request
voip-14cb91bc48-20130327_202138	4	sure , pizza hut cherry hinton is on g4 cambridge leisure park clifton way cherry hinton	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130327_190136	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg		
voip-14cb91bc48-20130327_190136	1	what part of town do you have in mind?	request		
voip-14cb91bc48-20130327_190136	2	what part of town do you have in mind?	request	doesn't matter	
voip-14cb91bc48-20130327_190136	3	what part of town do you have in mind?	request	does not matter	
voip-14cb91bc48-20130327_190136	4	what part of town do you have in mind?	request	cheap	
voip-14cb91bc48-20130327_190136	5	let me confirm , you are looking for a restaurant in the cheap price range right?	expl-conf		affirm
voip-14cb91bc48-20130327_190136	6	let me confirm , you are looking for a restaurant in the cheap price range right?	expl-conf	cheap	inform affirm
voip-14cb91bc48-20130327_190136	7	what part of town do you have in mind?	request	the	
voip-14cb91bc48-20130327_190136	8	what part of town do you have in mind?	request	i don't care	inform
voip-14cb91bc48-20130327_190136	9	what kind of food would you like?	request	brazilian	inform
voip-14cb91bc48-20130327_190136	10	i'm sorry but there is no restaurant serving brazilian food	canthelp	gastropub	inform
voip-14cb91bc48-20130327_190136	11	i'm sorry but there is no restaurant serving cheap gastropub food	canthelp	how about moderately price	reqalts
voip-14cb91bc48-20130327_190136	12	the slug and lettuce serves gastropub food	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130328_162839	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	expensive	inform
voip-14cb91bc48-20130328_162839	1	what part of town do you have in mind?	request	no	inform
voip-14cb91bc48-20130328_162839	2	did you say you are looking for a restaurant in the south of town?	expl-conf	no	
voip-14cb91bc48-20130328_162839	3	did you say you are looking for a restaurant in the south of town?	expl-conf	what cheap e	affirm
voip-14cb91bc48-20130328_162839	4	what kind of food would you like?	request	portuguese	inform
voip-14cb91bc48-20130328_162839	5	i'm sorry but there is no restaurant serving expensive portuguese food	canthelp	mediterranean	inform
voip-14cb91bc48-20130328_162839	6	let me confirm , you are looking for a restaurant in the expensive price range right?	expl-conf	yes	affirm
voip-14cb91bc48-20130328_162839	7	i'm sorry but there is no mediterranean restaurant in the south of town	canthelp	the address	request
voip-14cb91bc48-20130328_162839	8	i'm sorry but there is no mediterranean restaurant in the south of town	canthelp	expensive	inform
voip-14cb91bc48-20130328_162839	9	i'm sorry but there is no mediterranean restaurant in the south of town	canthelp	okay	ack
voip-14cb91bc48-20130328_162839	10	i'm sorry but there is no mediterranean restaurant in the south of town	canthelp	okay	
voip-14cb91bc48-20130328_162839	11	sala thong is in the expensive price range	inform offer	what type of food	request
voip-14cb91bc48-20130328_162839	12	sala thong serves thai food	inform offer	how about mediterranean	inform reqalts
voip-14cb91bc48-20130328_162839	13	la mimosa serves mediterranean food in the expensive price range	inform offer	the address	request
voip-14cb91bc48-20130328_162839	14	sure , la mimosa is on thompsons lane fen ditton	inform offer	phone number	request
voip-14cb91bc48-20130328_162839	15	the phone number of la mimosa is 01223 362525 .	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130328_163311	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	can we food	
voip-14cb91bc48-20130328_163311	1	what part of town do you have in mind?	request	i don't care	inform
voip-14cb91bc48-20130328_163311	2	what kind of food would you like?	request	korean	inform
voip-14cb91bc48-20130328_163311	3	little seoul serves korean food	inform offer	address	request
voip-14cb91bc48-20130328_163311	4	sure , little seoul is on 108 regent street city centre	inform offer	phone number	request
voip-14cb91bc48-20130328_163311	5	the phone number of little seoul is 01223 308681 .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_194336	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	the moderate price moderate priced restaurant in the north part of town	inform
voip-14cb91bc48-20130328_194336	1	what kind of food would you like?	request	any	inform
voip-14cb91bc48-20130328_194336	2	meghna is a nice place in the north of town and the prices are moderate	inform offer	address	request
voip-14cb91bc48-20130328_194336	3	sure , meghna is on 205 victoria road chesterton	inform offer	the phone number	request
voip-14cb91bc48-20130328_194336	4	the phone number of meghna is 01223 727410 .	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130327_190340	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	could you give me a restaurant in the west part of town	inform
voip-14cb91bc48-20130327_190340	1	would you like something in the cheap , moderate , or expensive price range?	request	ah doesn't matter	
voip-14cb91bc48-20130327_190340	2	would you like something in the cheap , moderate , or expensive price range?	request	expensive	inform
voip-14cb91bc48-20130327_190340	3	what kind of food would you like?	request	japanese	inform
voip-14cb91bc48-20130327_190340	4	sorry there is no expensive restaurant in the west of town serving japanese food	canthelp	italian	inform
voip-14cb91bc48-20130327_190340	5	sorry there is no expensive restaurant in the west of town serving italian food	canthelp	cheap	
voip-14cb91bc48-20130327_190340	6	sorry there is no expensive restaurant in the west of town serving italian food	canthelp	okay	ack
voip-14cb91bc48-20130327_190340	7	sorry there is no expensive restaurant in the west of town serving italian food	canthelp	west	inform
voip-14cb91bc48-20130327_190340	8	sorry there is no expensive restaurant in the west of town serving italian food	canthelp	moderate	inform
voip-14cb91bc48-20130327_190340	9	prezzo is a nice restaurant in the west of town serving italian food	inform offer	phone number	request
voip-14cb91bc48-20130327_190340	10	the phone number of prezzo is 01799 521260 .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_163437	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i need a restaurant serving corsica food	inform
voip-14cb91bc48-20130328_163437	1	i'm sorry but there is no restaurant serving corsica food	canthelp	i need indian food	inform
voip-14cb91bc48-20130328_163437	2	what part of town do you have in mind?	request	south	inform
voip-14cb91bc48-20130328_163437	3	taj tandoori is a nice place in the south of town serving tasty indian food	inform offer	phone number	
voip-14cb91bc48-20130328_163437	4	taj tandoori is a great restaurant	offer	phone number	request
voip-14cb91bc48-20130328_163437	5	the phone number of taj tandoori is 01223 412299 .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_161626	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a caribbean food	inform
voip-14cb91bc48-20130328_161626	1	i am sorry but there is no caribbean restaurant that matches your request	canthelp	chinese food	inform
voip-14cb91bc48-20130328_161626	2	would you like something in the cheap , moderate , or expensive price range?	request	west part of town	inform
voip-14cb91bc48-20130328_161626	3	sorry there is no chinese restaurant in the west of town	canthelp	chinese food	inform
voip-14cb91bc48-20130328_161626	4	sorry there is no chinese restaurant in the west of town	canthelp	thai	inform
voip-14cb91bc48-20130328_161626	5	sala thong is a nice restaurant in the west of town serving thai food	inform offer	price range	request
voip-14cb91bc48-20130328_161626	6	sala thong is in the expensive price range	inform offer	phone number	request
voip-14cb91bc48-20130328_161626	7	the phone number of sala thong is 01223 323178 .	inform offer	care	
voip-14cb91bc48-20130328_161626	8	can i help you with anything else?	reqmore	address	request
voip-14cb91bc48-20130328_161626	9	sure , sala thong is on 35 newnham road newnham	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_163139	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	thank you a cheap restaurant in the south part of town	inform
voip-14cb91bc48-20130328_163139	1	what kind of food would you like?	request	city	
voip-14cb91bc48-20130328_163139	2	the lucky star is a nice place in the south of town and the prices are cheap	inform offer	type of food	
voip-14cb91bc48-20130328_163139	3	the lucky star is a great restaurant	offer	type of food	request
voip-14cb91bc48-20130328_163139	4	the lucky star serves chinese food	inform offer	the address	request
voip-14cb91bc48-20130328_163139	5	sure , the lucky star is on cambridge leisure park clifton way cherry hinton	inform offer	you goodbye	bye
voip-14cb91bc48-20130328_165532	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	and the area	
voip-14cb91bc48-20130328_165532	1	would you like something in the cheap , moderate , or expensive price range?	request	centre	inform
voip-14cb91bc48-20130328_165532	2	what kind of food would you like?	request	vegetarian	inform
voip-14cb91bc48-20130328_165532	3	sorry there is no vegetarian restaurant in the centre of town	canthelp	asian oriental	inform
voip-14cb91bc48-20130328_165532	4	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	inform offer	ok	
voip-14cb91bc48-20130328_165532	5	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	inform offer	ok	
voip-14cb91bc48-20130328_165532	6	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	inform offer	phone number	
voip-14cb91bc48-20130328_165532	7	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	inform offer	phone number	request
voip-14cb91bc48-20130328_165532	8	the phone number of dojo noodle bar is 01223 363471 .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130327_182446	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i need a cheap restaurant in the west part of town	inform
voip-14cb91bc48-20130327_182446	1	what kind of food would you like?	request	um english	inform
voip-14cb91bc48-20130327_182446	2	i'm sorry but there is no restaurant serving english food	canthelp	cheaper	
voip-14cb91bc48-20130327_182446	3	i'm sorry but there is no restaurant serving english food	canthelp	okay	ack
voip-14cb91bc48-20130327_182446	4	i'm sorry but there is no restaurant serving english food	canthelp	american	
voip-14cb91bc48-20130327_182446	5	i'm sorry but there is no restaurant serving english food	canthelp	okay	
voip-14cb91bc48-20130327_182446	6	i'm sorry but there is no restaurant serving english food	canthelp	basque	inform
voip-14cb91bc48-20130327_182446	7	did you say you are looking for a restaurant in the west of town?	expl-conf	yes	affirm
voip-14cb91bc48-20130327_182446	8	you are looking for a english restaurant right?	expl-conf	no	
voip-14cb91bc48-20130327_182446	9	let me confirm , you are looking for a restaurant in the cheap price range right?	expl-conf	yes	affirm
voip-14cb91bc48-20130327_182446	10	i'm sorry but there is no restaurant serving english food	canthelp	okay	ack
voip-14cb91bc48-20130327_182446	11	i'm sorry but there is no restaurant serving english food	canthelp	back	
voip-14cb91bc48-20130327_182446	12	i'm sorry but there is no restaurant serving english food	canthelp	thank you good bye	bye
voip-14cb91bc48-20130327_204058	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i'm looking for a cheap restaurant	inform
voip-14cb91bc48-20130327_204058	1	what part of town do you have in mind?	request	south	inform
voip-14cb91bc48-20130327_204058	2	what kind of food would you like?	request	i don't care	inform
voip-14cb91bc48-20130327_204058	3	nandos is a nice place in the south of town and the prices are cheap	inform offer	give the address	request
voip-14cb91bc48-20130327_204058	4	sure , nandos is on cambridge leisure park clifton way	inform offer	phone number	request
voip-14cb91bc48-20130327_204058	5	the phone number of nandos is 01223 327908 .	inform offer	type of food	request
voip-14cb91bc48-20130327_204058	6	nandos serves portuguese food	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_213330	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	looking for a cheap restaurant	inform
voip-4c0d36762a-20130328_213330	1	what part of town do you have in mind?	request	west	inform
voip-4c0d36762a-20130328_213330	2	thanh binh is a nice restaurant in the west of town in the cheap price range	inform offer	is there anything else	
voip-4c0d36762a-20130328_213330	3	you are looking for a restaurant is that right?	confirm-domain	price	affirm
voip-4c0d36762a-20130328_213330	4	thanh binh is a nice restaurant in the west of town in the cheap price range	inform offer	is there anything else	
voip-4c0d36762a-20130328_213330	5	thanh binh is a nice restaurant in the west of town in the cheap price range	inform offer	anything else	
voip-4c0d36762a-20130328_213330	6	thanh binh is a nice restaurant in the west of town in the cheap price range	inform offer	any kind help	inform
voip-4c0d36762a-20130328_213330	7	thanh binh is a nice restaurant in the west of town in the cheap price range	inform offer	what's the phone number	request
voip-4c0d36762a-20130328_213330	8	the phone number of thanh binh is 01223 362456 .	inform offer	is there any other restaurant	reqalts
voip-4c0d36762a-20130328_213330	9	la margherita is a nice restaurant in the west of town in the cheap price range	inform offer	what is their phone number	request
voip-4c0d36762a-20130328_213330	10	the phone number of la margherita is 01223 315232 .	inform offer	what is the address	request
voip-4c0d36762a-20130328_213330	11	sure , la margherita is on 15 magdalene street city centre	inform offer	um thank you goodbye	bye
voip-4c0d36762a-20130328_204534	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	for a cheap restaurant in the south part of town	inform
voip-4c0d36762a-20130328_204534	1	what kind of food would you like?	request	any	inform
voip-4c0d36762a-20130328_204534	2	the lucky star is a nice place in the south of town and the prices are cheap	inform offer	the address	request
voip-4c0d36762a-20130328_204534	3	sure , the lucky star is on cambridge leisure park clifton way cherry hinton	inform offer	phone number	request
voip-4c0d36762a-20130328_204534	4	the phone number of the lucky star is 01223 244277 .	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_210737	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	cheaper restaurant in the east part of town	inform
voip-4c0d36762a-20130328_210737	1	what kind of food would you like?	request	reach	
voip-4c0d36762a-20130328_210737	2	what kind of food would you like?	request	greek	inform
voip-4c0d36762a-20130328_210737	3	sorry there is no greek restaurant in the east of town	canthelp	indian	inform
voip-4c0d36762a-20130328_210737	4	rajmahal is a nice restaurant in the east of town serving indian food	inform offer	the address	request
voip-4c0d36762a-20130328_210737	5	sure , rajmahal is on 7 barnwell road fen ditton	inform offer	phone number	request
voip-4c0d36762a-20130328_210737	6	the phone number of rajmahal is 01223 244955 .	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_202045	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a cheaper moderately priced restaurant in the east part of town	inform
voip-4c0d36762a-20130328_202045	1	pizza hut fen ditton is a nice restaurant in the east of town in the moderate price range	inform offer	the address	request
voip-4c0d36762a-20130328_202045	2	sure , pizza hut fen ditton is on cambridge retail park newmarket road fen ditton	inform offer	cuban bar	
voip-4c0d36762a-20130328_202045	3	pizza hut fen ditton is a nice restaurant in the east of town in the moderate price range	inform offer	your good bye	bye
voip-4c0d36762a-20130328_212300	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a cheaper moderately priced restaurant	inform
voip-4c0d36762a-20130328_212300	1	what part of town do you have in mind?	request	any	inform
voip-4c0d36762a-20130328_212300	2	what kind of food would you like?	request	polish	inform
voip-4c0d36762a-20130328_212300	3	i'm sorry but there is no restaurant serving polish food	canthelp	european	inform
voip-4c0d36762a-20130328_212300	4	galleria serves european food in the moderate price range	inform offer	what's the address	request
voip-4c0d36762a-20130328_212300	5	sure , galleria is on 33 bridge street	inform offer	the post code	request
voip-4c0d36762a-20130328_212300	6	the post code of galleria is c.b 2, 1 u.w	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_204720	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i want to find a expensive restaurant in the south	inform
voip-4c0d36762a-20130328_204720	1	what kind of food would you like?	request	any	inform
voip-4c0d36762a-20130328_204720	2	frankie and bennys is a nice restaurant in the south of town serving italian food	inform offer	phone number	request
voip-4c0d36762a-20130328_204720	3	the phone number of frankie and bennys is 01223 412430 .	inform offer	post code	request
voip-4c0d36762a-20130328_204720	4	the post code of frankie and bennys is c.b 1, 7 d.y	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_205236	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	what's restaurant that serves indonesian food	inform
voip-4c0d36762a-20130328_205236	1	let me confirm , you are looking for a restaurant in the expensive price range right?	expl-conf	russian	affirm
voip-4c0d36762a-20130328_205236	2	i'm sorry but there is no restaurant serving indonesian food	canthelp	cherry restaurant serving british food	
voip-4c0d36762a-20130328_205236	3	i'm sorry but there is no restaurant serving indonesian food	canthelp	i don't care	inform
voip-4c0d36762a-20130328_205236	4	you are looking for a indonesian restaurant right?	expl-conf	wrong	affirm
voip-4c0d36762a-20130328_205236	5	let me confirm , you are looking for a restaurant in the expensive price range right?	expl-conf	i don't care	inform
voip-4c0d36762a-20130328_205236	6	i'm sorry but there is no restaurant serving indonesian food	canthelp	i am looking for british food	inform
voip-4c0d36762a-20130328_205236	7	you are looking for a british restaurant right?	expl-conf	price	affirm
voip-4c0d36762a-20130328_205236	8	let me confirm , you are looking for a restaurant in the expensive price range right?	expl-conf	price	affirm
voip-4c0d36762a-20130328_205236	9	what part of town do you have in mind?	request	i don't care	inform
voip-4c0d36762a-20130328_205236	10	travellers rest serves british food in the expensive price range	inform offer	phone number	request
voip-4c0d36762a-20130328_205236	11	travellers rest is a great restaurant	offer	what is the phone number	request
voip-4c0d36762a-20130328_205236	12	the phone number of travellers rest is 01223 276182 .	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_212449	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	which moderately priced restaurant	inform
voip-4c0d36762a-20130328_212449	1	what kind of food would you like?	request	any	inform
voip-4c0d36762a-20130328_212449	2	what part of town do you have in mind?	request	east	inform
voip-4c0d36762a-20130328_212449	3	rajmahal is a nice restaurant in the east of town serving indian food	inform offer	uh what's the phone number	request
voip-4c0d36762a-20130328_212449	4	the phone number of rajmahal is 01223 244955 .	inform offer	what's the post code	request
voip-4c0d36762a-20130328_212449	5	the post code of rajmahal is c.b 5, 8 r.g	inform offer	price range	request
voip-4c0d36762a-20130328_212449	6	rajmahal is in the moderate price range	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_201131	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i'm looking for a moderately priced restaurant in the east part	inform
voip-4c0d36762a-20130328_201131	1	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	no	
voip-4c0d36762a-20130328_201131	2	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	there another restaurant	
voip-4c0d36762a-20130328_201131	3	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	4	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there a restaurant in the moderately price range in the east part of town	inform request
voip-4c0d36762a-20130328_201131	5	curry prince is in the moderate price range	inform offer	is there anything no	
voip-4c0d36762a-20130328_201131	6	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	there any staying help	
voip-4c0d36762a-20130328_201131	7	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	don't care there any help	inform
voip-4c0d36762a-20130328_201131	8	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	9	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there any in help	inform
voip-4c0d36762a-20130328_201131	10	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	11	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	care	
voip-4c0d36762a-20130328_201131	12	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	oh care	
voip-4c0d36762a-20130328_201131	13	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	ok there	
voip-4c0d36762a-20130328_201131	14	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there any help	
voip-4c0d36762a-20130328_201131	15	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	do you know	
voip-4c0d36762a-20130328_201131	16	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	17	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	18	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	don't care	inform
voip-4c0d36762a-20130328_201131	19	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there another	
voip-4c0d36762a-20130328_201131	20	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	don't care	inform
voip-4c0d36762a-20130328_201131	21	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there any help	inform
voip-4c0d36762a-20130328_201131	22	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	is there any	inform
voip-4c0d36762a-20130328_201131	23	curry prince is a nice restaurant in the east of town in the moderate price range	inform offer	thank you good	bye
voip-4c0d36762a-20130328_204956	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i'm looking for a expensive restaurant in the east	inform
voip-4c0d36762a-20130328_204956	1	what kind of food would you like?	request	any type of food	inform
voip-4c0d36762a-20130328_204956	2	pipasha restaurant is a nice place in the east of town and the prices are expensive	inform offer	what's the address	request
